timestamp,temperature,humidity,aqi,occupancy,energy_kwh
2024-01-01 00:00:00,25.831138010296023,59.308678494144075,109.71532807151038,0,0.9737638446522174
2024-01-01 01:00:00,26.237218874508535,57.09560932988242,92.12245289232779,0,0.2
2024-01-01 02:00:00,23.56682010027754,61.57123666297637,86.37963886718184,0,0.5202584614063771
2024-01-01 03:00:00,22.94894450145899,60.6110958261134,92.2684650686132,0,0.41249187506201695
2024-01-01 04:00:00,25.06582094367227,54.7114453552205,112.33817368154783,0,0.2
2024-01-01 05:00:00,25.38135863458286,61.09319158026931,113.22641558422916,1,1.1865392348455654
2024-01-01 06:00:00,24.395108624339493,65.28561113109458,105.15427434352692,0,0.29692339990821237
2024-01-01 07:00:00,26.003581214040477,62.9106139735652,113.31622689390036,1,1.039392782600108
2024-01-01 08:00:00,24.36730542401124,59.07170511668092,83.40497538990958,1,1.0391556387097658
2024-01-01 09:00:00,26.59136612761721,64.86481766877894,111.93393195843913,1,1.7622278889222116
2024-01-01 10:00:00,25.21663738313643,58.50496324767066,101.37641164803253,2,1.7483406475820977
2024-01-01 11:00:00,24.308661453368703,58.93919289144187,93.59696808940416,0,0.5986253328979053
2024-01-01 12:00:00,25.231683104801235,64.84322495266444,89.46920359183972,0,2.5492810088220916
2024-01-01 13:00:00,21.10330270943397,61.727589719443834,94.0672532262956,1,2.782745029917369
2024-01-01 14:00:00,25.47239236686332,59.62777042116917,71.21843177051437,0,1.9213910571104293
2024-01-01 15:00:00,25.802697929929465,58.70485677630555,91.379361885799,1,1.4458894075439446
2024-01-01 16:00:00,23.361377914537634,63.95515973521523,86.35918817807891,1,1.9987387872232085
2024-01-01 17:00:00,24.345918057474183,64.61581304170977,125.59907430517693,0,0.6947260197887318
2024-01-01 18:00:00,23.251756475766214,55.402878828830985,123.24901607526309,2,1.6790405282606997
2024-01-01 19:00:00,24.550949242126883,62.780608992669826,115.65790916377986,0,1.2516485402790776
2024-01-01 20:00:00,25.47589097215181,63.909114358886555,81.44573933682878,1,3.2098503392327498
2024-01-01 21:00:00,25.425499185027487,64.23700716288319,102.62249517987208,1,2.157943355516977
2024-01-01 22:00:00,26.82396014929028,55.89658840824145,114.45064193866483,1,1.3089397505864386
2024-01-01 23:00:00,23.95546253424294,64.39336774095447,96.40608237709286,1,1.7386606015227766
2024-01-02 00:00:00,26.11060907976124,55.714212217918586,83.93661252908332,1,1.3294556474508818
2024-01-02 01:00:00,26.243108799251868,59.3793380555917,111.10511226921608,1,0.6761870889805597
2024-01-02 02:00:00,25.493248674309033,53.77130610644006,102.59771388776772,0,0.5174626155338
2024-01-02 03:00:00,23.457652611367795,64.36223578830227,115.99297816146607,1,0.7431186144340449
2024-01-02 04:00:00,25.9446795875728,79.26365745327361,108.5633576603975,1,1.4325323546440163
2024-01-02 05:00:00,26.31056188885363,60.82511399054669,87.16106623255948,0,0.2
2024-01-02 06:00:00,24.464210259429578,65.44475298483682,100.96420028643195,1,0.8653410548989979
2024-01-02 07:00:00,25.496795942486692,71.94517978696231,127.651206374808,1,0.9509077770993069
2024-01-02 08:00:00,23.98332695046468,59.42631779266551,107.57480918470685,1,1.3306674454857375
2024-01-02 09:00:00,24.192114209253162,64.72690845043783,118.99610283059312,0,0.809739578165344
2024-01-02 10:00:00,27.072474781893664,56.461652671906094,106.65729142219342,1,0.48254660866514554
2024-01-02 11:00:00,23.635526596112292,50.02519214221175,80.4971073760984,1,1.2512132758464307
2024-01-02 12:00:00,26.91685368634617,60.05116530509793,85.27737023428074,0,1.9170402192193725
2024-01-02 13:00:00,22.326042584380744,66.40270380838732,90.77299483343005,1,3.322866142750832
2024-01-02 14:00:00,25.593595859716277,56.88650240089703,96.87816624464087,2,2.9850344514084197
2024-01-02 15:00:00,25.715128926027436,62.906570670178624,90.55448714102332,0,0.2
2024-01-02 16:00:00,23.341252901690947,62.73548690585019,96.9671102134916,2,2.5892885476934473
2024-01-02 17:00:00,25.190327821723567,64.6546704198704,92.15217859619335,2,2.398345056425837
2024-01-02 18:00:00,24.252466033751162,60.48497982496359,108.92735538155371,1,0.8075589264359847
