timestamp,hour,day,temperature,aqi,energy_kwh,carbon_kg
2025-01-01 00:00:00,0,2,20.993428306022466,77.2347139765763,1.231993941811405,0.8990470204806599
2025-01-01 01:00:00,1,2,23.225994820403972,85.58082584400276,1.2080725777960455,1.09167104227341
2025-01-01 02:00:00,2,2,24.061051228130097,90.8512008717193,0.6818249672071006,0.5019584565344083
2025-01-01 03:00:00,3,2,25.222902136371268,27.74901974612797,0.7912291401980419,0.7438448632020846
2025-01-01 04:00:00,4,2,26.63459179717554,86.28494665190547,0.7921446485352182,0.5792242316281382
2025-01-01 05:00:00,5,2,25.380016950738202,67.41050078151498,1.0142344384136117,0.8914442861904224
2025-01-01 06:00:00,6,2,28.911234550949636,82.21845179419732,2.107544851901438,1.668161393548588
2025-01-01 07:00:00,7,2,31.55413790498396,85.82068002524365,1.9401524937396013,1.527369070839009
2025-01-01 08:00:00,8,2,28.63325958836852,58.84578142088199,1.5343885211152184,1.2352535419312833
2025-01-01 09:00:00,9,2,27.849765638377722,54.69761772154716,2.020068021177811,1.765655003801572
2025-01-01 10:00:00,10,2,22.34362790220314,83.93722471738246,1.4695846277645586,1.2269232263723242
2025-01-01 11:00:00,11,2,24.35171252892243,59.81829314269785,0.7713490317738959,0.47417678470090585
2025-01-01 12:00:00,12,2,19.078722458080424,101.1424445243783,0.7809345096873808,0.5273110674754955
2025-01-01 13:00:00,13,2,17.680667314230835,91.64245589426079,1.2290071680409873,1.0965607237529453
2025-01-01 14:00:00,14,2,13.321564953554727,73.81575248297571,1.3631034258755936,0.9669294802632384
2025-01-01 15:00:00,15,2,15.128226139704168,76.4453575745869,0.825183322026747,0.6356119931933024
2025-01-01 16:00:00,16,2,12.96479760694401,107.12480057141646,1.3872127425763265,1.0337314612610395
2025-01-01 17:00:00,17,2,10.189134247052946,99.45927067511575,1.0612771975694963,0.9498068483965811
2025-01-01 18:00:00,18,2,9.928347921780096,111.29287311628012,3.5454656587639883,2.86741800118495
